task_id	status	hash	name	exit	submit	start	process	tag	module	container	attempt	script	scratch	workdir	queue	cpus	memory	disk	time	env	error_action	complete	duration	realtime	%cpu	rchar	wchar	syscr	syscw	read_bytes	write_bytes	%mem	vmem	rss	peak_vmem	peak_rss	vol_ctxt	inv_ctxt	native_id	dataset	hardware_type	chunks	threads	hostname	node_type
59	COMPLETED	79/746548	similarity_chunk (bladder/2)	0	1633464192572	1633464528000	similarity_chunk	bladder/2	[]	systemsgenetics/kinc:3.4.2-gpu	1	"
        echo ""#TRACE node_type=${NODE_TYPE}""
        echo ""#TRACE dataset=bladder""
        echo ""#TRACE hardware_type=gpu""
        echo ""#TRACE chunks=4""
        echo ""#TRACE threads=1""

        kinc settings set cuda 0
        kinc settings set opencl none
        kinc settings set threads 1
        kinc settings set logging off

        kinc chunkrun 2 4 similarity             --input bladder.emx             --clusmethod gmm             --corrmethod spearman             --minexpr 0             --minsamp 25             --minclus 1             --maxclus 5             --crit ICL             --preout true             --postout true             --mincorr 0             --maxcorr 1             --bsize 0             --gsize 4096             --lsize 32
        "		/workspace/_workflows/615bb58bb327bc20ef768157/work/79/746548aced635bbf636cea0dda2659		1	17179869184					1633480182000.0	15989428.0	15652498.0	99.8	31146558.0	17474364827.0	4129.0	4517.0	458752.0	17476530176.0	0.1	17551429632.0	336203776.0	17618591744.0	336203776.0	1003.0	211312.0	nf-79746548aced635bbf636cea0dda2659	bladder	gpu	4.0	1.0	k8s-gpu-1.ucr.edu	1080Ti
47	COMPLETED	09/549628	similarity_chunk (esophagus/2)	0	1633464184843	1633476431000	similarity_chunk	esophagus/2	[]	systemsgenetics/kinc:3.4.2-gpu	1	"
        echo ""#TRACE node_type=${NODE_TYPE}""
        echo ""#TRACE dataset=esophagus""
        echo ""#TRACE hardware_type=gpu""
        echo ""#TRACE chunks=4""
        echo ""#TRACE threads=1""

        kinc settings set cuda 0
        kinc settings set opencl none
        kinc settings set threads 1
        kinc settings set logging off

        kinc chunkrun 2 4 similarity             --input esophagus.emx             --clusmethod gmm             --corrmethod spearman             --minexpr 0             --minsamp 25             --minclus 1             --maxclus 5             --crit ICL             --preout true             --postout true             --mincorr 0             --maxcorr 1             --bsize 0             --gsize 4096             --lsize 32
        "		/workspace/_workflows/615bb58bb327bc20ef768157/work/09/549628c53f4e91771be62304a4febb		1	17179869184					1633495253000.0	31068157.0	18819838.0	99.9	67806399.0	40727630321.0	6376.0	4612.0	10870784.0	40730472448.0	0.3	12922310656.0	404426752.0	13023023104.0	405696512.0	1105.0	324897.0	nf-09549628c53f4e91771be62304a4febb	esophagus	gpu	4.0	1.0	nrp-g1.nysernet.org	2080Ti
40	COMPLETED	6b/98a5ee	similarity_chunk (head-neck/3)	0	1633464176775	1633476101000	similarity_chunk	head-neck/3	[]	systemsgenetics/kinc:3.4.2-gpu	1	"
        echo ""#TRACE node_type=${NODE_TYPE}""
        echo ""#TRACE dataset=head-neck""
        echo ""#TRACE hardware_type=gpu""
        echo ""#TRACE chunks=4""
        echo ""#TRACE threads=1""

        kinc settings set cuda 0
        kinc settings set opencl none
        kinc settings set threads 1
        kinc settings set logging off

        kinc chunkrun 3 4 similarity             --input head-neck.emx             --clusmethod gmm             --corrmethod spearman             --minexpr 0             --minsamp 25             --minclus 1             --maxclus 5             --crit ICL             --preout true             --postout true             --mincorr 0             --maxcorr 1             --bsize 0             --gsize 4096             --lsize 32
        "		/workspace/_workflows/615bb58bb327bc20ef768157/work/6b/98a5eeecc6eb77ae32ec0e04dc7b94		1	17179869184					1633496270000.0	32093225.0	20168206.0	100.2	39246697.0	22706116073.0	4557.0	4385.0	5001216.0	22710550528.0	0.3	17114689536.0	352260096.0	17215401984.0	369287168.0	1201.0	361383.0	nf-6b98a5eeecc6eb77ae32ec0e04dc7b94	head-neck	gpu	4.0	1.0	fiona8-1.calit2.uci.edu	1080Ti
42	COMPLETED	1c/ef4d43	similarity_chunk (prostate/1)	0	1633464180425	1633476333000	similarity_chunk	prostate/1	[]	systemsgenetics/kinc:3.4.2-gpu	1	"
        echo ""#TRACE node_type=${NODE_TYPE}""
        echo ""#TRACE dataset=prostate""
        echo ""#TRACE hardware_type=gpu""
        echo ""#TRACE chunks=4""
        echo ""#TRACE threads=1""

        kinc settings set cuda 0
        kinc settings set opencl none
        kinc settings set threads 1
        kinc settings set logging off

        kinc chunkrun 1 4 similarity             --input prostate.emx             --clusmethod gmm             --corrmethod spearman             --minexpr 0             --minsamp 25             --minclus 1             --maxclus 5             --crit ICL             --preout true             --postout true             --mincorr 0             --maxcorr 1             --bsize 0             --gsize 4096             --lsize 32
        "		/workspace/_workflows/615bb58bb327bc20ef768157/work/1c/ef4d439d38597fb2bd8a7ffb9a0fae		1	17179869184					1633503730000.0	39549575.0	27396838.0	99.3	44948471.0	26206292610.0	4870.0	4352.0	9400320.0	26211475456.0	0.5	16103899136.0	377876480.0	16137498624.0	379768832.0	1299.0	370146.0	nf-1cef4d439d38597fb2bd8a7ffb9a0fae	prostate	gpu	4.0	1.0	suncave-27	1080Ti
76	COMPLETED	85/017d36	similarity_chunk (breast/3)	0	1633464199939	1633474914000	similarity_chunk	breast/3	[]	systemsgenetics/kinc:3.4.2-gpu	1	"
        echo ""#TRACE node_type=${NODE_TYPE}""
        echo ""#TRACE dataset=breast""
        echo ""#TRACE hardware_type=gpu""
        echo ""#TRACE chunks=4""
        echo ""#TRACE threads=1""

        kinc settings set cuda 0
        kinc settings set opencl none
        kinc settings set threads 1
        kinc settings set logging off

        kinc chunkrun 3 4 similarity             --input breast.emx             --clusmethod gmm             --corrmethod spearman             --minexpr 0             --minsamp 25             --minclus 1             --maxclus 5             --crit ICL             --preout true             --postout true             --mincorr 0             --maxcorr 1             --bsize 0             --gsize 4096             --lsize 32
        "		/workspace/_workflows/615bb58bb327bc20ef768157/work/85/017d360ffcb4d7c9389f0f26bc2cd4		1	17179869184					1633503849000.0	39649061.0	28934388.0	100.0	94112375.0	54704841489.0	7998.0	4653.0	15163392.0	54710181888.0	0.2	13089927168.0	449093632.0	13157089280.0	453292032.0	1209.0	400925.0	nf-85017d360ffcb4d7c9389f0f26bc2cd4	breast	gpu	4.0	1.0	prp-gpu-6.t2.ucsd.edu	2080Ti
69	COMPLETED	7e/e9083b	similarity_chunk (stomach/0)	0	1633464197647	1633478320000	similarity_chunk	stomach/0	[]	systemsgenetics/kinc:3.4.2-gpu	1	"
        echo ""#TRACE node_type=${NODE_TYPE}""
        echo ""#TRACE dataset=stomach""
        echo ""#TRACE hardware_type=gpu""
        echo ""#TRACE chunks=4""
        echo ""#TRACE threads=1""

        kinc settings set cuda 0
        kinc settings set opencl none
        kinc settings set threads 1
        kinc settings set logging off

        kinc chunkrun 0 4 similarity             --input stomach.emx             --clusmethod gmm             --corrmethod spearman             --minexpr 0             --minsamp 25             --minclus 1             --maxclus 5             --crit ICL             --preout true             --postout true             --mincorr 0             --maxcorr 1             --bsize 0             --gsize 4096             --lsize 32
        "		/workspace/_workflows/615bb58bb327bc20ef768157/work/7e/e9083b91de210fe73e6e5b456aa836		1	17179869184					1633506756000.0	42558353.0	28434072.0	100.0	49160011.0	29860564256.0	5280.0	4766.0	19169280.0	29866758144.0	0.4	17148424192.0	385593344.0	17215586304.0	385863680.0	1146.0	678289.0	nf-7ee9083b91de210fe73e6e5b456aa836	stomach	gpu	4.0	1.0	k8s-gpu-1.ucsc.edu	1080Ti
77	COMPLETED	a0/022978	similarity_chunk (lung/0)	0	1633464236456	1633475731000	similarity_chunk	lung/0	[]	systemsgenetics/kinc:3.4.2-gpu	1	"
        echo ""#TRACE node_type=${NODE_TYPE}""
        echo ""#TRACE dataset=lung""
        echo ""#TRACE hardware_type=gpu""
        echo ""#TRACE chunks=4""
        echo ""#TRACE threads=1""

        kinc settings set cuda 0
        kinc settings set opencl none
        kinc settings set threads 1
        kinc settings set logging off

        kinc chunkrun 0 4 similarity             --input lung.emx             --clusmethod gmm             --corrmethod spearman             --minexpr 0             --minsamp 25             --minclus 1             --maxclus 5             --crit ICL             --preout true             --postout true             --mincorr 0             --maxcorr 1             --bsize 0             --gsize 4096             --lsize 32
        "		/workspace/_workflows/615bb58bb327bc20ef768157/work/a0/022978978a1d4ab09cabc12a85b13d		1	17179869184					1633509051000.0	44814544.0	33317552.0	99.7	112147567.0	67150642634.0	9216.0	4620.0	58728448.0	67156516864.0	0.2	13792272384.0	479641600.0	13926539264.0	481792000.0	1444.0	483311.0	nf-a0022978978a1d4ab09cabc12a85b13d	lung	gpu	4.0	1.0	epic001.clemson.edu	2080Ti
48	COMPLETED	cd/daa444	similarity_chunk (esophagus/3)	0	1633464186193	1633478422000	similarity_chunk	esophagus/3	[]	systemsgenetics/kinc:3.4.2-gpu	1	"
        echo ""#TRACE node_type=${NODE_TYPE}""
        echo ""#TRACE dataset=esophagus""
        echo ""#TRACE hardware_type=gpu""
        echo ""#TRACE chunks=4""
        echo ""#TRACE threads=1""

        kinc settings set cuda 0
        kinc settings set opencl none
        kinc settings set threads 1
        kinc settings set logging off

        kinc chunkrun 3 4 similarity             --input esophagus.emx             --clusmethod gmm             --corrmethod spearman             --minexpr 0             --minsamp 25             --minclus 1             --maxclus 5             --crit ICL             --preout true             --postout true             --mincorr 0             --maxcorr 1             --bsize 0             --gsize 4096             --lsize 32
        "		/workspace/_workflows/615bb58bb327bc20ef768157/work/cd/daa444e041c8812b810a21f065d2cc		1	17179869184					1633516953000.0	52766807.0	38528023.0	99.4	67750049.0	40760012584.0	6344.0	4607.0	7897088.0	40765898752.0	0.6	16204611584.0	421822464.0	16271769600.0	422375424.0	1699.0	851794.0	nf-cddaa444e041c8812b810a21f065d2cc	esophagus	gpu	4.0	1.0	suncave-9	1080Ti
45	COMPLETED	5a/7c9b92	similarity_chunk (esophagus/0)	0	1633464184280	1633469262000	similarity_chunk	esophagus/0	[]	systemsgenetics/kinc:3.4.2-gpu	1	"
        echo ""#TRACE node_type=${NODE_TYPE}""
        echo ""#TRACE dataset=esophagus""
        echo ""#TRACE hardware_type=gpu""
        echo ""#TRACE chunks=4""
        echo ""#TRACE threads=1""

        kinc settings set cuda 0
        kinc settings set opencl none
        kinc settings set threads 1
        kinc settings set logging off

        kinc chunkrun 0 4 similarity             --input esophagus.emx             --clusmethod gmm             --corrmethod spearman             --minexpr 0             --minsamp 25             --minclus 1             --maxclus 5             --crit ICL             --preout true             --postout true             --mincorr 0             --maxcorr 1             --bsize 0             --gsize 4096             --lsize 32
        "		/workspace/_workflows/615bb58bb327bc20ef768157/work/5a/7c9b928d3050f9c9010b35f81d9486		1	17179869184					1633527525000.0	63340720.0	58261733.0	100.3	67781804.0	40684399005.0	6344.0	4610.0	102400.0	40690434048.0	0.1	16852254720.0	395091968.0	16885858304.0	395640832.0	2301.0	908254.0	nf-5a7c9b928d3050f9c9010b35f81d9486	esophagus	gpu	4.0	1.0	k8s-gpu-01.calit2.optiputer.net	1080
53	COMPLETED	2e/6ef990	similarity_chunk (kidney/1)	0	1633464190251	1633466359000	similarity_chunk	kidney/1	[]	systemsgenetics/kinc:3.4.2-gpu	1	"
        echo ""#TRACE node_type=${NODE_TYPE}""
        echo ""#TRACE dataset=kidney""
        echo ""#TRACE hardware_type=gpu""
        echo ""#TRACE chunks=4""
        echo ""#TRACE threads=1""

        kinc settings set cuda 0
        kinc settings set opencl none
        kinc settings set threads 1
        kinc settings set logging off

        kinc chunkrun 1 4 similarity             --input kidney.emx             --clusmethod gmm             --corrmethod spearman             --minexpr 0             --minsamp 25             --minclus 1             --maxclus 5             --crit ICL             --preout true             --postout true             --mincorr 0             --maxcorr 1             --bsize 0             --gsize 4096             --lsize 32
        "		/workspace/_workflows/615bb58bb327bc20ef768157/work/2e/6ef990a93b784b86bd8f97f4b74c52		1	17179869184					1633529770000.0	65579749.0	63409774.0	99.0	72189572.0	42090085624.0	6553.0	4426.0	491520.0	42095861760.0	0.6	16204656640.0	416989184.0	16305364992.0	423145472.0	1748.0	874488.0	nf-2e6ef990a93b784b86bd8f97f4b74c52	kidney	gpu	4.0	1.0	suncave-13	1080
73	COMPLETED	a0/f51556	similarity_chunk (breast/0)	0	1633464199481	1633478142000	similarity_chunk	breast/0	[]	systemsgenetics/kinc:3.4.2-gpu	1	"
        echo ""#TRACE node_type=${NODE_TYPE}""
        echo ""#TRACE dataset=breast""
        echo ""#TRACE hardware_type=gpu""
        echo ""#TRACE chunks=4""
        echo ""#TRACE threads=1""

        kinc settings set cuda 0
        kinc settings set opencl none
        kinc settings set threads 1
        kinc settings set logging off

        kinc chunkrun 0 4 similarity             --input breast.emx             --clusmethod gmm             --corrmethod spearman             --minexpr 0             --minsamp 25             --minclus 1             --maxclus 5             --crit ICL             --preout true             --postout true             --mincorr 0             --maxcorr 1             --bsize 0             --gsize 4096             --lsize 32
        "		/workspace/_workflows/615bb58bb327bc20ef768157/work/a0/f5155605673a3537aa3eebb75bc81d		1	17179869184					1633533217000.0	69017519.0	55074139.0	100.1	94099193.0	54503715612.0	7987.0	4665.0	15192064.0	54509666304.0	0.1	17383223296.0	466075648.0	17383276544.0	469336064.0	1361.0	1933601.0	nf-a0f5155605673a3537aa3eebb75bc81d	breast	gpu	4.0	1.0	k8s-chase-ci-01.calit2.optiputer.net	1080Ti
55	COMPLETED	62/8272e9	similarity_chunk (kidney/2)	0	1633464190712	1633469722000	similarity_chunk	kidney/2	[]	systemsgenetics/kinc:3.4.2-gpu	1	"
        echo ""#TRACE node_type=${NODE_TYPE}""
        echo ""#TRACE dataset=kidney""
        echo ""#TRACE hardware_type=gpu""
        echo ""#TRACE chunks=4""
        echo ""#TRACE threads=1""

        kinc settings set cuda 0
        kinc settings set opencl none
        kinc settings set threads 1
        kinc settings set logging off

        kinc chunkrun 2 4 similarity             --input kidney.emx             --clusmethod gmm             --corrmethod spearman             --minexpr 0             --minsamp 25             --minclus 1             --maxclus 5             --crit ICL             --preout true             --postout true             --mincorr 0             --maxcorr 1             --bsize 0             --gsize 4096             --lsize 32
        "		/workspace/_workflows/615bb58bb327bc20ef768157/work/62/8272e9bff9790dffe408bf94fef789		1	17179869184					1633533419000.0	69228288.0	63695832.0	99.2	72193671.0	42127813930.0	6557.0	4427.0	536576.0	42133573632.0	0.3	16177610752.0	399843328.0	16211210240.0	405078016.0	2177.0	908126.0	nf-628272e9bff9790dffe408bf94fef789	kidney	gpu	4.0	1.0	suncave-6	1080
41	FAILED	13/032cd6	similarity_chunk (liver/0)	255	1633960047901	1633960136000	similarity_chunk	liver/0	[]	systemsgenetics/kinc:3.4.2-gpu	1	"
        echo ""#TRACE node_type=${NODE_TYPE}""
        echo ""#TRACE dataset=liver""
        echo ""#TRACE hardware_type=gpu""
        echo ""#TRACE chunks=4""
        echo ""#TRACE threads=1""

        kinc settings set cuda 0
        kinc settings set opencl none
        kinc settings set threads 1
        kinc settings set logging off

        kinc chunkrun 0 4 similarity             --input liver.emx             --clusmethod gmm             --corrmethod spearman             --minexpr 0             --minsamp 25             --minclus 1             --maxclus 5             --crit ICL             --preout true             --postout true             --mincorr 0             --maxcorr 1             --bsize 0             --gsize 4096             --lsize 32
        "		/workspace/_workflows/615bb58bb327bc20ef768157/work/13/032cd6fa85d3e4c8e7e4d324461ac5		1	17179869184				IGNORE	1633960140000.0	92099.0	4000.0															nf-13032cd6fa85d3e4c8e7e4d324461ac5	liver	gpu	4.0	1.0	osg-houston-stashcache.nrp.internet2.edu	
