hash	%cpu	%mem	attempt	chunks	complete	container	cpus	dataset	disk	duration	error_action	exit	hardware_type	inv_ctxt	memory	module	name	native_id	node_type	peak_rss	peak_vmem	process	queue	rchar	read_bytes	realtime	rss	scratch	start	status	submit	syscr	syscw	tag	task_id	threads	time	vmem	vol_ctxt	wchar	workdir	write_bytes
39/5b69d6	193.7	3.5	1	4	1635982160234	systemsgenetics/kinc:3.4.2-gpu	2	breast.001.001		1539306		0	nvidia-tesla-v100	25322	8589934592		similarity_chunk (breast.001.001/0)	11966573363537065012	custom-v100	296079360	11450568704	similarity_chunk		6301343	0	278829	296079360		1635980629838	COMPLETED	1635980620928	1079	490	breast.001.001/0	13	2		11383406592	810	848518416	results-breast-001/work/39/5b69d67460df33db924c9e0343b6b4	848596992
45/8c8315	195.0	3.5	1	4	1635985840317	systemsgenetics/kinc:3.4.2-gpu	2	breast.001.001		1529180		0	nvidia-tesla-v100	25153	8589934592		similarity_chunk (breast.001.001/3)	8759776836783028927	custom-v100	296570880	11517751296	similarity_chunk		6301404	0	267418	296570880		1635984319963	COMPLETED	1635984311137	1087	477	breast.001.001/3	16	2		11383480320	753	830340529	results-breast-001/work/45/8c8315eac04817c92b025137878772	830435328
4f/04d915	197.1	4.6	1	4	1635964969635	systemsgenetics/kinc:3.4.2-gpu	2	breast.001.003		2149300		0	nvidia-tesla-v100	72650	8589934592		similarity_chunk (breast.001.003/1)	15615689346178622286	custom-v100	386043904	11719196672	similarity_chunk		17971069	98304	858164	385572864		1635962829168	COMPLETED	1635962820335	1800	476	breast.001.003/1	6	2		11685593088	907	2513286968	results-breast-001/work/4f/04d9158a9614d4d8e663ee91c8f337	2513469440
6b/9dd03d	194.4	4.2	1	4	1635957059218	systemsgenetics/kinc:3.4.2-gpu	2	breast.001.002		974917		0	nvidia-tesla-v100	51832	8589934592		similarity_chunk (breast.001.002/0)	1106124528635007609	custom-v100	351133696	11618447360	similarity_chunk		12128039	98304	585698	350031872		1635956088996	COMPLETED	1635956084301	1444	482	breast.001.002/0	1	2		11584843776	869	1685943785	results-breast-001/work/6b/9dd03de5d7027ed2e57a7d37e5ee68	1686073344
b4/87541a	196.0	4.4	1	4	1635967129650	systemsgenetics/kinc:3.4.2-gpu	2	breast.001.003		2159149		0	nvidia-tesla-v100	70318	8589934592		similarity_chunk (breast.001.003/0)	5301009420960537348	custom-v100	370331648	11719200768	similarity_chunk		17970988	98304	880538	368979968		1635964979240	COMPLETED	1635964970501	1790	487	breast.001.003/0	5	2		11685597184	748	2531165279	results-breast-001/work/b4/87541a9425784babdc457da0b521ba	2531385344
b7/ce0017	196.8	5.1	1	4	1635975539937	systemsgenetics/kinc:3.4.2-gpu	2	breast.001.004		2529219		0	nvidia-tesla-v100	102430	8589934592		similarity_chunk (breast.001.004/1)	17330802395882135525	custom-v100	430993408	11920572416	similarity_chunk		23814073	98304	1201622	428285952		1635973019580	COMPLETED	1635973010718	2160	477	breast.001.004/1	10	2		11853414400	881	3400116955	results-breast-001/work/b7/ce001708abbf6c8f968602e19328be	3400339456
c6/da4da4	196.0	4.3	1	4	1635960929467	systemsgenetics/kinc:3.4.2-gpu	2	breast.001.002		1859191		0	nvidia-tesla-v100	51482	8589934592		similarity_chunk (breast.001.002/3)	3637146214945120056	custom-v100	377225216	11618467840	similarity_chunk		12128039	98304	574045	358035456		1635959079061	COMPLETED	1635959070276	1444	476	breast.001.002/3	4	2		11551305728	798	1681587410	results-breast-001/work/c6/da4da4ac0b7e59ba0436d05416819f	1681711104
c7/6c5c13	195.5	4.4	1	4	1635959069327	systemsgenetics/kinc:3.4.2-gpu	2	breast.001.002		2009243		0	nvidia-tesla-v100	51803	8589934592		similarity_chunk (breast.001.002/1)	11701660148001950856	custom-v100	375230464	11685552128	similarity_chunk		12128029	98304	575776	369270784		1635957068957	COMPLETED	1635957060084	1441	480	breast.001.002/1	2	2		11584839680	894	1701451016	results-breast-001/work/c7/6c5c137fdb9ec5d40e582830ef8e40	1701593088
e7/163888	196.6	4.6	1	4	1635968359693	systemsgenetics/kinc:3.4.2-gpu	2	breast.001.003		1229164		0	nvidia-tesla-v100	78281	8589934592		similarity_chunk (breast.001.003/2)	5715745614098830518	custom-v100	385847296	11786342400	similarity_chunk		17971094	98304	872569	385384448		1635967139378	COMPLETED	1635967130529	1804	471	breast.001.003/2	7	2		11685629952	745	2574136746	results-breast-001/work/e7/163888b8eed4125e59b0ae6574927d	2574311424
ea/95218d	194.3	4.1	1	4	1635962819395	systemsgenetics/kinc:3.4.2-gpu	2	breast.001.002		1888797		0	nvidia-tesla-v100	51882	8589934592		similarity_chunk (breast.001.002/2)	14392057111460705635	custom-v100	363216896	11685642240	similarity_chunk		12127961	413696	579112	344027136		1635960939108	COMPLETED	1635960930598	1438	484	breast.001.002/2	3	2		11551371264	873	1700459825	results-breast-001/work/ea/95218dd15f38dad814cc512eb7e5ef	1700605952
ed/1ef069	197.2	4.9	1	4	1635978080024	systemsgenetics/kinc:3.4.2-gpu	2	breast.001.004		2539203		0	nvidia-tesla-v100	104445	8589934592		similarity_chunk (breast.001.004/2)	13490897828471622459	custom-v100	412573696	11920547840	similarity_chunk		23814067	98304	1232766	411222016		1635975549681	COMPLETED	1635975540821	2156	479	breast.001.004/2	11	2		11853385728	943	3457604202	results-breast-001/work/ed/1ef069d844d83f23332f530193f7f0	3457855488
