hash	task_id	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	workdir	scratch	error_action	gene_set	n_genes	n_train_samples	n_perturb_samples
9e/d0ffa4	214	2653650.pbs02	perturb	gene-set-013	perturb (gene-set-013)	COMPLETED	0			1	86400000			1	1623174831838	1623174839243	1623174854244	22406	15054		96.6	0.4	517955584	2406477824	517955584	2406477824	495477180	151454055	35421	36992	1784170	86016	3275	47	/scratch1/btsheal/work/9e/d0ffa46359dd97c701be0e66ff42c0			gene-set-013	8	82	732
94/03ae57	215	2653656.pbs02	perturb	gene-set-014	perturb (gene-set-014)	COMPLETED	0			1	86400000			1	1623174844866	1623174849244	1623174869245	24379	16974		97.1	1.2	1673117696	26549379072	1673117696	26616487936	495473077	151446141	35450	36992	8976746	77824	3380	64	/scratch1/btsheal/work/94/03ae57aa9833a49b03bf7f6b2e47f9			gene-set-014	7	82	732
c5/09e597	216	2653662.pbs02	perturb	gene-set-015	perturb (gene-set-015)	COMPLETED	0			1	86400000			1	1623174858027	1623174864242	1623174879243	21216	14839		95.5	0.4	525262848	2413830144	525262848	2413830144	495477022	151454547	35539	36992	8993130	86016	6645	61	/scratch1/btsheal/work/c5/09e59731949c57009351be4e956af3			gene-set-015	8	82	732
5a/fa4884	217	2653666.pbs02	perturb	gene-set-017	perturb (gene-set-017)	COMPLETED	0			1	86400000			1	1623174871102	1623174879249	1623174894245	23143	17440		97.0	1.2	1625202688	26522464256	1625202688	26589573120	495481117	151463339	35760	36992	1796458	94208	3348	62	/scratch1/btsheal/work/5a/fa48848a6a7322703cb6df008aa31b			gene-set-017	9	82	732
77/f9063c	218	2653673.pbs02	perturb	gene-set-016	perturb (gene-set-016)	COMPLETED	0			1	86400000			1	1623174884215	1623174889244	1623174904245	20030	14622		96.7	0.4	526942208	2416201728	526942208	2416201728	495497553	151496042	42186	36992	9075050	126976	3271	45	/scratch1/btsheal/work/77/f9063cb350089e2a6c66280c54de0d			gene-set-016	13	82	732
4a/5bb811	219	2653679.pbs02	perturb	gene-set-018	perturb (gene-set-018)	COMPLETED	0			1	86400000			1	1623174897363	1623174904251	1623174919245	21882	16557		97.1	1.2	1663868928	26533654528	1672351744	26607841280	495493606	151487960	40678	36992	1800554	118784	3383	67	/scratch1/btsheal/work/4a/5bb811f763e519ee67a56143171af3			gene-set-018	12	82	732
d5/b9d15a	220	2653684.pbs02	perturb	gene-set-019	perturb (gene-set-019)	COMPLETED	0			1	86400000			1	1623174910513	1623174919254	1623174934248	23735	14658		96.4	0.4	526118912	2414768128	526118912	2414768128	495505771	151514433	38297	36992	1812842	143360	3277	59	/scratch1/btsheal/work/d5/b9d15ac4824846cf16b3732a8b3a09			gene-set-019	15	82	732
e4/6c3ae1	221	2653688.pbs02	perturb	gene-set-020	perturb (gene-set-020)	COMPLETED	0			1	86400000			1	1623174923586	1623174929243	1623174944244	20658	16815		95.9	1.2	1677459456	26558259200	1677459456	26614091776	495472916	151444907	35186	36992	8976746	73728	6745	62	/scratch1/btsheal/work/e4/6c3ae1ed46c3979b42d2991c2c5d0e			gene-set-020	7	82	732
2b/0c52c1	222	2653695.pbs02	perturb	gene-set-023	perturb (gene-set-023)	COMPLETED	0			1	86400000			1	1623174936676	1623174944250	1623174959246	22570	15150		96.5	0.4	518004736	2405670912	518004736	2405670912	495493617	151487857	41225	36992	9058666	118784	3271	52	/scratch1/btsheal/work/2b/0c52c1912331c591133260129a6784			gene-set-023	12	82	732
3b/b06f80	223	2653699.pbs02	perturb	gene-set-021	perturb (gene-set-021)	COMPLETED	0			1	86400000			1	1623174949784	1623174954246	1623174974255	24471	16306		97.3	0.4	499527680	2388328448	499527680	2388328448	495477018	151454920	34556	36992	8993130	86016	3273	57	/scratch1/btsheal/work/3b/b06f8084e7ffa399d8cd3cccad3e85			gene-set-021	8	82	732
d1/09aa72	224	2653705.pbs02	perturb	gene-set-022	perturb (gene-set-022)	COMPLETED	0			1	86400000			1	1623174962954	1623174969254	1623174984256	21302	15037		95.3	0.4	516382720	2403622912	516382720	2403622912	495481129	151463449	35070	36992	9009514	94208	3275	51	/scratch1/btsheal/work/d1/09aa7240e6735e2e445a4ae5ccdb41			gene-set-022	9	82	732
32/89e4a6	225	2653711.pbs02	perturb	gene-set-024	perturb (gene-set-024)	COMPLETED	0			1	86400000			1	1623174976057	1623174984263	1623174999255	23198	17259		97.1	1.2	1626193920	26535559168	1626193920	26602668032	495481132	151462392	39114	36992	9009514	94208	3346	53	/scratch1/btsheal/work/32/89e4a6635d300d3c8f2cbf8332cd34			gene-set-024	9	82	732
e9/d44309	226	2653717.pbs02	perturb	gene-set-026	perturb (gene-set-026)	COMPLETED	0			1	86400000			1	1623174989276	1623174994256	1623175009256	19980	15191		95.5	0.4	519364608	2404896768	519364608	2404896768	495509872	151521942	50152	36992	9124202	151552	6646	54	/scratch1/btsheal/work/e9/d44309c565834048d74ae8f838f0e1			gene-set-026	16	82	732
0d/177310	227	2653724.pbs02	perturb	gene-set-025	perturb (gene-set-025)	COMPLETED	0			1	86400000			1	1623175002297	1623175005082	1623175024259	21962	17402		97.3	1.2	1632485376	26531225600	1632485376	26598334464	495501820	151504158	34077	36992	9091434	135168	3354	63	/scratch1/btsheal/work/0d/177310ba40f715339f24236a604b64			gene-set-025	14	82	732
89/6e8dd1	228	2653729.pbs02	perturb	gene-set-027	perturb (gene-set-027)	COMPLETED	0			1	86400000			1	1623175015353	1623175019258	1623175034257	18904	14612		96.3	0.4	530894848	2416459776	530894848	2416459776	495485235	151472590	36431	36992	1800554	102400	3273	55	/scratch1/btsheal/work/89/6e8dd1339ed7e1ac9cbe75fe3267c7			gene-set-027	10	82	732
fa/d6bdef	229	2653734.pbs02	perturb	gene-set-028	perturb (gene-set-028)	COMPLETED	0			1	86400000			1	1623175028442	1623175034265	1623175054259	25817	17561		97.5	1.2	1625747456	26541166592	1625747456	26608275456	495493621	151488811	36649	36992	2410	118784	3340	56	/scratch1/btsheal/work/fa/d6bdef6dcddfb93cc4ff2b5c451e97			gene-set-028	12	82	732
9b/8b1d39	230	2653739.pbs02	perturb	gene-set-029	perturb (gene-set-029)	COMPLETED	0			1	86400000			1	1623175041503	1623175049257	1623175064257	22754	14880		96.7	0.4	521801728	2409910272	521801728	2409910272	495468803	151437694	35206	36992	1775978	69632	3274	59	/scratch1/btsheal/work/9b/8b1d399b099931ac513712dcc51389			gene-set-029	6	82	732
a7/80a2d7	231	2653745.pbs02	perturb	gene-set-031	perturb (gene-set-031)	COMPLETED	0			1	86400000			1	1623175054489	1623175059255	1623175079259	24770	17455		95.9	1.2	1635074048	26548621312	1635074048	26615730176	495489337	151478235	46538	36992	9042282	106496	6719	51	/scratch1/btsheal/work/a7/80a2d7bcda1eb588d99bf88c520d8e			gene-set-031	11	82	732
c8/169b5f	232	2653750.pbs02	perturb	gene-set-030	perturb (gene-set-030)	COMPLETED	0			1	86400000			1	1623175067590	1623175074258	1623175089261	21671	15044		96.5	0.4	520843264	2409246720	520843264	2409246720	495530404	151563257	35369	36992	9206122	192512	3270	53	/scratch1/btsheal/work/c8/169b5f899675be80fdbf3e45776a40			gene-set-030	21	82	732
4a/76b25f	233	2653756.pbs02	perturb	gene-set-032	perturb (gene-set-032)	COMPLETED	0			1	86400000			1	1623175080995	1623175089268	1623175104264	23269	16815		96.5	1.2	1673814016	26558210048	1673814016	26616377344	495468800	151438093	36787	36992	8960362	69632	3386	62	/scratch1/btsheal/work/4a/76b25fa3ccc7617d08dcfb4a31df7b			gene-set-032	6	82	732
c6/0c1e6e	234	2653764.pbs02	perturb	gene-set-035	perturb (gene-set-035)	COMPLETED	0			1	86400000			1	1623175094143	1623175099260	1623175114264	20121	14761		96.5	0.4	524091392	2412679168	524091392	2412679168	495477021	151454925	38717	36992	8993130	86016	3273	48	/scratch1/btsheal/work/c6/0c1e6ec517402e9d645508b3af5d70			gene-set-035	8	82	732
1d/b0a145	235	2653769.pbs02	perturb	gene-set-033	perturb (gene-set-033)	COMPLETED	0			1	86400000			1	1623175107211	1623175114270	1623175129264	22053	16733		96.3	1.2	1673576448	26536472576	1673576448	26603581440	495505771	151513322	35404	36992	9107818	143360	3382	61	/scratch1/btsheal/work/1d/b0a1454b415e4e9f32faec02e0517c			gene-set-033	15	82	732
3e/c42a3a	236	2653775.pbs02	perturb	gene-set-034	perturb (gene-set-034)	COMPLETED	0			1	86400000			1	1623175120244	1623175124262	1623175139264	19020	15011		96.4	0.4	521363456	2405801984	521363456	2405801984	495468804	151438491	44939	36992	2410	69632	6648	50	/scratch1/btsheal/work/3e/c42a3ad11895949c7779e5e1ccbd4a			gene-set-034	6	82	732
b4/7b3d5c	237	2653780.pbs02	perturb	gene-set-036	perturb (gene-set-036)	COMPLETED	0			1	86400000			1	1623175133340	1623175139271	1623175154263	20923	16461		97.0	0.4	498913280	2387562496	498913280	2387562496	495485395	151472232	35943	36992	1792362	102400	3385	78	/scratch1/btsheal/work/b4/7b3d5c1599de1ea0889d39c15778f0			gene-set-036	10	82	732
cd/743c74	238	2653785.pbs02	perturb	gene-set-038	perturb (gene-set-038)	COMPLETED	0			1	86400000			1	1623175146571	1623175154269	1623175169266	22695	15312		96.6	0.4	515203072	2399903744	515203072	2399903744	495477021	151455447	35223	36992	8993130	86016	3277	51	/scratch1/btsheal/work/cd/743c748214a4cfcffce153c1f92c0c			gene-set-038	8	82	732
c6/2401f5	239	2653790.pbs02	perturb	gene-set-037	perturb (gene-set-037)	COMPLETED	0			1	86400000			1	1623175159761	1623175164263	1623175184263	24502	16201		96.7	0.4	500551680	2389135360	500551680	2389135360	495481121	151462511	38320	36992	9009514	94208	3271	51	/scratch1/btsheal/work/c6/2401f599a6742251979027fa6d659e			gene-set-037	9	82	732
d4/117f01	240	2653795.pbs02	perturb	gene-set-039	perturb (gene-set-039)	COMPLETED	0			1	86400000			1	1623175172916	1623175179263	1623175194267	21351	14941		96.7	0.4	519819264	2408304640	519819264	2408304640	495505769	151514417	36409	36992	9107818	143360	3275	56	/scratch1/btsheal/work/d4/117f01c3bdf0e49b2352d737094e31			gene-set-039	15	82	732
91/eb9ba4	241	2653801.pbs02	perturb	gene-set-041	perturb (gene-set-041)	COMPLETED	0			1	86400000			1	1623175185813	1623175194274	1623175209267	23454	17356		95.6	1.2	1633431552	26543603712	1633431552	26610712576	495526310	151554334	34077	36992	1841514	184320	6711	55	/scratch1/btsheal/work/91/eb9ba49932252c574cd63d77db55b6			gene-set-041	20	82	732
4e/73e4ae	242	2653805.pbs02	perturb	gene-set-040	perturb (gene-set-040)	COMPLETED	0			1	86400000			1	1623175198994	1623175224263	1623175239267	40273	14845		96.8	0.4	525778944	2411122688	525778944	2411122688	495526462	151555671	34754	36992	1837418	184320	3276	49	/scratch1/btsheal/work/4e/73e4ae3369b0859c881e0a7ed3a46f			gene-set-040	20	82	732
b7/d95f44	243	2653807.pbs02	perturb	gene-set-042	perturb (gene-set-042)	COMPLETED	0			1	86400000			1	1623175217338	1623175224267	1623175244265	26927	16957		97.4	1.2	1674113024	26551177216	1674113024	26560118784	495497712	151495717	34440	36992	1804650	126976	3369	55	/scratch1/btsheal/work/b7/d95f4481b2de507f04b6adaa634808			gene-set-042	13	82	732
0b/e6fa2f	244	2653812.pbs02	perturb	gene-set-044	perturb (gene-set-044)	COMPLETED	0			1	86400000			1	1623175230486	1623175234268	1623175254267	23781	16319		95.6	1.2	1618051072	26536751104	1625128960	26610937856	495501592	151504740	35938	36992	1808746	135168	7433	64	/scratch1/btsheal/work/0b/e6fa2f1ae36d24b8ad28781fd9b0a1			gene-set-044	14	82	732
a3/0c46a2	245	2653817.pbs02	perturb	gene-set-043	perturb (gene-set-043)	COMPLETED	0			1	86400000			1	1623175243588	1623175245091	1623175264270	20682	14650		95.7	0.4	530026496	2414235648	530026496	2414497792	495518096	151538955	35423	36992	2410	167936	6646	55	/scratch1/btsheal/work/a3/0c46a2fb8e315bf5b6da5e6fa56b22			gene-set-043	18	82	732
3f/846b3c	246	2653822.pbs02	perturb	gene-set-045	perturb (gene-set-045)	COMPLETED	0			1	86400000			1	1623175256662	1623175264276	1623175279273	22611	17592		97.3	1.2	1586872320	26539614208	1586872320	26606723072	495472908	151446461	37908	36992	1784170	77824	3326	50	/scratch1/btsheal/work/3f/846b3c50304edc5584dbe53762472b			gene-set-045	7	82	732
4b/016a30	247	2653828.pbs02	perturb	gene-set-047	perturb (gene-set-047)	COMPLETED	0			1	86400000			1	1623175269724	1623175274272	1623175289276	19552	15122		96.7	0.4	520810496	2409377792	520810496	2409377792	495489333	151479120	45312	36992	9042282	110592	3272	61	/scratch1/btsheal/work/4b/016a30287d69f0478f96c415e235f9			gene-set-047	11	82	732
eb/a0e7b1	248	2653833.pbs02	perturb	gene-set-046	perturb (gene-set-046)	COMPLETED	0			1	86400000			1	1623175282850	1623175289282	1623175304274	21424	16985		96.4	1.2	1673252864	26557915136	1673252864	26633965568	495522356	151546370	34077	36992	9173354	176128	3384	59	/scratch1/btsheal/work/eb/a0e7b17737d57a8dea838885785259			gene-set-046	19	82	732
5e/acece7	249	2653838.pbs02	perturb	gene-set-050	perturb (gene-set-050)	COMPLETED	0			1	86400000			1	1623175296125	1623175304280	1623175319277	23152	14591		95.4	0.4	506753024	2393509888	528920576	2418618368	495522184	151548713	34638	36992	9173354	180224	3275	49	/scratch1/btsheal/work/5e/acece785123fc2446b079fd8451e53			gene-set-050	19	82	732
6c/f1cbaf	250	2653843.pbs02	perturb	gene-set-048	perturb (gene-set-048)	COMPLETED	0			1	86400000			1	1623175309177	1623175314275	1623175334274	25097	16927		96.0	1.2	1674293248	26552680448	1674293248	26619789312	495509867	151521759	38952	36992	1825130	151552	6730	63	/scratch1/btsheal/work/6c/f1cbafc6601c4bd31aed9770f8a902			gene-set-048	16	82	732
1b/55ed76	251	2653848.pbs02	perturb	gene-set-049	perturb (gene-set-049)	COMPLETED	0			1	86400000			1	1623175322308	1623175329276	1623175344276	21968	14685		96.9	0.4	527351808	2412281856	527351808	2412281856	495477181	151454552	35299	36992	1788266	86016	3274	53	/scratch1/btsheal/work/1b/55ed768fc61677ad34504e40f1ed91			gene-set-049	8	82	732
65/58e197	252	2653853.pbs02	perturb	gene-set-051	perturb (gene-set-051)	COMPLETED	0			1	86400000			1	1623175335325	1623175344284	1623175359278	23953	16923		97.1	1.2	1627033600	26540261376	1627033600	26607370240	495468961	151438059	40720	36992	1780074	69632	3338	61	/scratch1/btsheal/work/65/58e197a8e5c4fad573ab8bc7123251			gene-set-051	6	82	732
bc/51239d	253	2653858.pbs02	perturb	gene-set-053	perturb (gene-set-053)	COMPLETED	0			1	86400000			1	1623175348310	1623175354277	1623175369277	20967	15868		96.5	0.4	505946112	2390962176	505946112	2390962176	495489343	151479919	34132	36992	9042282	110592	3274	54	/scratch1/btsheal/work/bc/51239d12e1afaa3058494ac5ad22bc			gene-set-053	11	82	732
8d/5d984f	254	2653863.pbs02	perturb	gene-set-052	perturb (gene-set-052)	COMPLETED	0			1	86400000			1	1623175361393	1623175369285	1623175384277	22884	16470		96.2	0.4	503640064	2388336640	503640064	2388336640	495481284	151463441	34803	36992	9009514	94208	3384	65	/scratch1/btsheal/work/8d/5d984fdf03ffdee583b414b04e80a3			gene-set-052	9	82	732
3c/594d7e	255	2653869.pbs02	perturb	gene-set-054	perturb (gene-set-054)	COMPLETED	0			1	86400000			1	1623175374572	1623175379276	1623175394277	19705	15119		95.6	0.4	517984256	2402959360	517984256	2402959360	495481120	151463318	34124	36992	9009514	94208	6646	48	/scratch1/btsheal/work/3c/594d7e52af6a3177b5129bd01f0561			gene-set-054	9	82	732
6b/929af0	256	2653874.pbs02	perturb	gene-set-055	perturb (gene-set-055)	COMPLETED	0			1	86400000			1	1623175387875	1623175394285	1623175414277	26402	17237		97.2	1.2	1632702464	26538844160	1632702464	26605953024	495468803	151438185	36617	36992	1784170	69632	3350	52	/scratch1/btsheal/work/6b/929af014a0db56123a9132c573cb17			gene-set-055	6	82	732
bb/72d6e1	257	2653879.pbs02	perturb	gene-set-056	perturb (gene-set-056)	COMPLETED	0			1	86400000			1	1623175401009	1623175409278	1623175424278	23269	15035		96.9	0.4	521641984	2405806080	521641984	2405806080	495501662	151504519	34078	36992	1808746	135168	3276	52	/scratch1/btsheal/work/bb/72d6e153724ac9a98467be9ec2a726			gene-set-056	14	82	732
c5/d77e8a	258	2653884.pbs02	perturb	gene-set-057	perturb (gene-set-057)	COMPLETED	0			1	86400000			1	1623175414086	1623175419278	1623175439280	25194	17004		97.3	1.2	1674514432	26557968384	1674514432	26616135680	495489494	151479644	40386	36992	1796458	110592	3376	54	/scratch1/btsheal/work/c5/d77e8a9835c3d95b63f46f3c8396bb			gene-set-057	11	82	732
d8/0a3120	259	2653890.pbs02	perturb	gene-set-059	perturb (gene-set-059)	COMPLETED	0			1	86400000			1	1623175427262	1623175434893	1623175449280	22018	14656		96.5	0.4	525856768	2414768128	525856768	2414768128	495522208	151546764	34205	36992	9173354	176128	3276	53	/scratch1/btsheal/work/d8/0a31209a1d2313028e5b0baad5dad3			gene-set-059	19	82	732
2b/0ca65e	260	2653896.pbs02	perturb	gene-set-060	perturb (gene-set-060)	COMPLETED	0			1	86400000			1	1623175440404	1623175444279	1623175464281	23877	17730		96.2	1.2	1576677376	26552528896	1576677376	26619637760	495526309	151554386	37099	36992	1841514	184320	6697	62	/scratch1/btsheal/work/2b/0ca65e8f8af726b786c5bac012d7e7			gene-set-060	20	82	732
67/2b43c1	261	2653900.pbs02	perturb	gene-set-058	perturb (gene-set-058)	COMPLETED	0			1	86400000			1	1623175453482	1623175459281	1623175474284	20802	15465		95.6	0.4	515821568	2400968704	515821568	2400968704	495501816	151504299	35641	36992	9091434	135168	3274	52	/scratch1/btsheal/work/67/2b43c1acb861cc00893a00c1141d4f			gene-set-058	14	82	732
b0/d57c7f	262	2653905.pbs02	perturb	gene-set-061	perturb (gene-set-061)	COMPLETED	0			1	86400000			1	1623175466489	1623175474290	1623175489284	22795	17190		97.0	1.2	1638592512	26540425216	1638592512	26607534080	495510043	151520036	36671	36992	1829226	151552	3342	58	/scratch1/btsheal/work/b0/d57c7feb2357f884d0b3816913e0a1			gene-set-061	16	82	732
84/08df10	263	2653911.pbs02	perturb	gene-set-062	perturb (gene-set-062)	COMPLETED	0			1	86400000			1	1623175479631	1623175484281	1623175499285	19654	14906		96.9	0.4	526303232	2410577920	526303232	2410577920	495518086	151538376	34078	36992	1825130	167936	3275	52	/scratch1/btsheal/work/84/08df107b4654ee75d0d54ad7cf21ac			gene-set-062	18	82	732
9b/f86b7d	264	2653915.pbs02	perturb	gene-set-064	perturb (gene-set-064)	COMPLETED	0			1	86400000			1	1623175492847	1623175494914	1623175514281	21434	17080		97.3	1.2	1645404160	26544279552	1645404160	26611388416	495493446	151488434	36117	36992	1804650	118784	3336	59	/scratch1/btsheal/work/9b/f86b7dc732775ab28cbee18d0fe15f			gene-set-064	12	82	732
da/25b973	265	2653921.pbs02	perturb	gene-set-063	perturb (gene-set-063)	COMPLETED	0			1	86400000			1	1623175505823	1623175514288	1623175529282	23459	15231		94.8	0.4	514306048	2402951168	514306048	2402951168	495526292	151555620	34077	36992	9189738	184320	6646	49	/scratch1/btsheal/work/da/25b9733ada2a1210f3af2e75ce2763			gene-set-063	20	82	732
9c/e5534e	266	2653927.pbs02	perturb	gene-set-065	perturb (gene-set-065)	COMPLETED	0			1	86400000			1	1623175519422	1623175529288	1623175549286	29864	16595		96.6	0.4	502435840	2388332544	502435840	2388332544	495477179	151454889	35464	36992	1792362	86016	3387	66	/scratch1/btsheal/work/9c/e5534e5e53b041171e7833db9e15ce			gene-set-065	8	82	732
b6/585fdf	267	2653932.pbs02	perturb	gene-set-067	perturb (gene-set-067)	COMPLETED	0			1	86400000			1	1623175532580	1623175539283	1623175554284	21704	14733		96.2	0.4	528142336	2415796224	528142336	2415796224	495472906	151447739	35598	36992	1792362	77824	3276	51	/scratch1/btsheal/work/b6/585fdf68257380b86f764a4f7ee647			gene-set-067	7	82	732
2e/cc80dc	268	2653939.pbs02	perturb	gene-set-068	perturb (gene-set-068)	COMPLETED	0			1	86400000			1	1623175555705	1623175560245	1623175579294	23589	16897		97.0	1.2	1641443328	26541846528	1641443328	26608955392	495530408	151562412	34675	36992	1845610	192512	3350	60	/scratch1/btsheal/work/2e/cc80dc88d85ede38514643a3a7483a			gene-set-068	21	82	732
77/6c4898	269	2653946.pbs02	perturb	gene-set-069	perturb (gene-set-069)	COMPLETED	0			1	86400000			1	1623175568903	1623175574288	1623175589292	20389	14499		96.7	0.4	512839680	2392297472	530649088	2418610176	495497714	151497670	42593	36992	1808746	126976	3274	51	/scratch1/btsheal/work/77/6c4898b523dce70076015eb68fa510			gene-set-069	13	82	732
56/3ff8ca	270	2653951.pbs02	perturb	gene-set-066	perturb (gene-set-066)	COMPLETED	0			1	86400000			1	1623175581967	1623175589299	1623175604292	22325	17152		96.8	1.2	1633546240	26533810176	1633546240	26600919040	495493601	151486996	38426	36992	2410	118784	6704	56	/scratch1/btsheal/work/56/3ff8ca28507a5a579af29837c1980b			gene-set-066	12	82	732
7e/f41e8d	271	2653956.pbs02	perturb	gene-set-071	perturb (gene-set-071)	COMPLETED	0			1	86400000			1	1623175595010	1623175599292	1623175614295	19285	14697		96.5	0.4	525049856	2414501888	525049856	2414501888	495477012	151454553	39398	36992	8993130	86016	3273	50	/scratch1/btsheal/work/7e/f41e8de37d309b49cd4dcc9f43563c			gene-set-071	8	82	732
7b/ac8c5c	272	2653960.pbs02	perturb	gene-set-070	perturb (gene-set-070)	COMPLETED	0			1	86400000			1	1623175608089	1623175614302	1623175634297	26208	17214		96.9	1.2	1630769152	26553839616	1630769152	26620948480	495489499	151479311	34092	36992	1808746	110592	3337	61	/scratch1/btsheal/work/7b/ac8c5c4081c1d16b4ec61482088a1a			gene-set-070	11	82	732
b3/e5f609	273	2653965.pbs02	perturb	gene-set-072	perturb (gene-set-072)	COMPLETED	0			1	86400000			1	1623175621131	1623175629292	1623175644298	23167	15568		96.5	0.4	507445248	2395222016	507445248	2395222016	495468805	151438564	34832	36992	8960362	69632	3275	56	/scratch1/btsheal/work/b3/e5f609c746e96e491acb052f3b5711			gene-set-072	6	82	732
